Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details
90000051,QB,Kendall,Kendall Denning,Denning,1.16,1,4000,SF@MIA 07/24/2026 01:00PM ET,MIA,SF,,
90000070,WR,Antonio,Antonio Odom,Odom,0.52,1,4000,SF@MIA 07/24/2026 01:00PM ET,SF,MIA,,
90000075,QB,Ryan,Ryan Delgado,Delgado,0.97,1,4000,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000087,QB,Trevor,Trevor Denning,Denning,0.68,1,4000,CIN@BAL 07/24/2026 01:00PM ET,CIN,BAL,,
90000027,QB,DeAndre,DeAndre Truman,Truman,1.08,1,4000,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000015,QB,Trevor,Trevor Manning,Manning,0.81,1,4000,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000003,QB,Isaiah,Isaiah Rivers,Rivers,0.81,1,4000,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000006,RB,Nate,Nate Osei,Osei,1.0,1,4000,KC@BUF 07/24/2026 01:00PM ET,BUF,KC,,
90000039,QB,Levi,Levi Fields,Fields,1.05,1,4000,PHI@DAL 07/24/2026 01:00PM ET,PHI,DAL,,
90000018,RB,Jalen,Jalen Ashworth,Ashworth,0.33,1,4000,KC@BUF 07/24/2026 01:00PM ET,KC,BUF,,
90000036,TE,Omar,Omar Whitfield,Whitfield,1.37,1,4000,PHI@DAL 07/24/2026 01:00PM ET,DAL,PHI,,
90000078,RB,Grant,Grant Estrada,Estrada,0.46,1,4000,CIN@BAL 07/24/2026 01:00PM ET,BAL,CIN,,
90000111,QB,Dominic,Dominic Pace,Pace,0.73,1,4000,DET@GB 07/24/2026 01:00PM ET,DET,GB,,
90000166,WR,Xavier,Xavier Manning,Manning,1.54,1,4000,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000159,QB,Emmanuel,Emmanuel Delgado,Delgado,0.93,1,4000,MIN@HOU 07/24/2026 04:05PM ET,MIN,HOU,,
90000123,QB,Brandon,Brandon Odom,Odom,0.85,1,4000,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000135,QB,Cameron,Cameron Brooks,Brooks,0.69,1,4000,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000132,TE,Preston,Preston Truman,Truman,1.27,1,4000,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000130,WR,Jared,Jared Winslow,Winslow,1.54,1,4000,LAR@SEA 07/24/2026 04:05PM ET,SEA,LAR,,
90000142,WR,Deshawn,Deshawn Larkin,Larkin,0.72,1,4000,LAR@SEA 07/24/2026 04:05PM ET,LAR,SEA,,
90000171,QB,Aaron,Aaron Marshall,Marshall,0.81,1,4000,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000207,QB,Tyler,Tyler Sanders,Sanders,0.87,1,4000,LAC@DEN 07/24/2026 04:25PM ET,LAC,DEN,,
90000202,WR,Julian,Julian Odom,Odom,0.75,1,4000,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000204,TE,Nate,Nate Bishop,Bishop,0.59,1,4000,LAC@DEN 07/24/2026 04:25PM ET,DEN,LAC,,
90000183,QB,Jalen,Jalen Sanders,Sanders,1.51,1,4000,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
90000180,TE,DeAndre,DeAndre Castillo,Castillo,1.56,1,4000,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000178,WR,Kendall,Kendall Odom,Odom,1.53,1,4000,JAX@PIT 07/24/2026 04:25PM ET,PIT,JAX,,
90000192,TE,Kendall,Kendall Hargrove,Hargrove,1.04,1,4000,JAX@PIT 07/24/2026 04:25PM ET,JAX,PIT,,
