team,opponent,commence_time,spread,over_under,implied_total
CAR,ATL,2027-01-10T18:00:00Z,-2.5,41.5,22.0
ATL,CAR,2027-01-10T18:00:00Z,2.5,41.5,19.5
BAL,PIT,2027-01-10T18:00:00Z,-5.5,43.5,24.5
PIT,BAL,2027-01-10T18:00:00Z,5.5,43.5,19.0
BUF,NYJ,2027-01-10T18:00:00Z,-10.0,43.5,26.75
NYJ,BUF,2027-01-10T18:00:00Z,10.0,43.5,16.75
MIN,CHI,2027-01-10T18:00:00Z,-1.5,43.5,22.5
CHI,MIN,2027-01-10T18:00:00Z,1.5,43.5,21.0
CIN,CLE,2027-01-10T18:00:00Z,-7.5,43.5,25.5
CLE,CIN,2027-01-10T18:00:00Z,7.5,43.5,18.0
WAS,DAL,2027-01-10T18:00:00Z,1.5,49.5,24.0
DAL,WAS,2027-01-10T18:00:00Z,-1.5,49.5,25.5
DEN,LAC,2027-01-10T18:00:00Z,-1.5,41.5,21.5
LAC,DEN,2027-01-10T18:00:00Z,1.5,41.5,20.0
GB,DET,2027-01-10T18:00:00Z,-2.5,47.5,25.0
DET,GB,2027-01-10T18:00:00Z,2.5,47.5,22.5
HOU,TEN,2027-01-10T18:00:00Z,-7.0,39.5,23.25
TEN,HOU,2027-01-10T18:00:00Z,7.0,39.5,16.25
IND,JAX,2027-01-10T18:00:00Z,-1.5,46.5,24.0
JAX,IND,2027-01-10T18:00:00Z,1.5,46.5,22.5
KC,LV,2027-01-10T18:00:00Z,-8.5,40.5,24.5
LV,KC,2027-01-10T18:00:00Z,8.5,40.5,16.0
NO,TB,2027-01-10T18:00:00Z,1.5,43.5,21.0
TB,NO,2027-01-10T18:00:00Z,-1.5,43.5,22.5
NYG,PHI,2027-01-10T18:00:00Z,3.0,41.5,19.25
PHI,NYG,2027-01-10T18:00:00Z,-3.0,41.5,22.25
