player_id,site_player_id,player_name,position,team,opponent,game_info,salary,implied_total,over_under,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,chalk_score,estimated_ownership_pct
90000119,90000119,Jordan Brooks,TE,DET,GB,DET@GB 07/24/2026 01:00PM ET,5200,23.25,47.5,6.35,6.54,0.91,1.0391,6.09,50.31,1.6
90000030,90000030,Preston Sanders,RB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,5100,21.0,45.5,5.95,5.82,0.984,0.9385,5.43,30.0,0.49
90000046,90000046,Brandon Marshall,WR,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,4900,24.5,45.5,5.0,4.85,0.941,1.095,5.07,37.28,0.93
90000138,90000138,Reggie Winslow,RB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4900,23.75,43.0,4.39,4.07,1.114,1.0615,5.0,37.67,0.82
90000189,90000189,Julian Ellison,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4800,18.5,40.0,5.88,4.57,1.144,0.8268,4.94,17.59,0.25
90000121,90000121,Lions,DST,DET,GB,DET@GB 07/24/2026 01:00PM ET,4800,23.25,47.5,4.98,5.48,1.0,0.9227,4.83,14.0,0.2
90000129,90000129,Antonio Winslow,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,4900,19.25,43.0,6.66,5.8,0.877,0.8603,4.7,19.91,0.29
90000174,90000174,Antonio Vance,RB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,4800,21.5,40.0,4.47,4.65,1.041,0.9609,4.56,29.08,0.46
90000082,90000082,Julian Booker,WR,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4700,26.0,49.0,3.77,3.83,0.999,1.162,4.41,39.97,1.11
90000234,90000234,Aaron Delgado,RB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4700,25.75,46.0,3.34,3.61,1.049,1.1508,4.19,41.75,1.07
90000238,90000238,Malik Booker,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4500,25.75,46.0,3.56,3.74,0.889,1.1508,3.73,37.53,0.94
90000072,90000072,Corey Pace,TE,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,4600,25.0,44.0,2.85,2.93,1.147,1.1173,3.7,53.19,1.93
90000096,90000096,Malik Estrada,TE,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4600,23.0,49.0,3.06,3.01,1.125,1.0279,3.51,45.19,1.13
90000144,90000144,Dominic Winslow,TE,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4500,23.75,43.0,2.86,2.92,1.104,1.0615,3.39,46.44,1.23
90000066,90000066,Preston Okafor,RB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,4500,25.0,44.0,2.67,2.87,1.088,1.1173,3.37,37.67,0.82
90000198,90000198,Marcus Monroe,RB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4600,20.5,42.5,4.2,3.47,0.915,0.9162,3.21,23.67,0.32
90000190,90000190,Cameron Castillo,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4400,18.5,40.0,3.12,3.57,1.144,0.8268,3.16,13.34,0.19
90000042,90000042,Aaron Sanders,RB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,4500,24.5,45.5,2.95,2.76,0.99,1.095,3.09,34.92,0.68
90000094,90000094,Ryan Pace,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4500,23.0,49.0,2.93,3.06,0.99,1.0279,3.05,25.91,0.43
90000214,90000214,Jordan Pace,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4400,22.0,42.5,3.23,3.16,0.971,0.9832,3.05,24.03,0.38
90000058,90000058,Dominic Kessler,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4600,19.0,44.0,3.8,3.1,1.034,0.8492,3.03,12.72,0.18
90000226,90000226,Kendall Estrada,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,4400,20.25,46.0,3.48,3.06,1.021,0.905,3.02,17.22,0.24
90000010,90000010,Reggie Larkin,WR,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4400,25.5,48.5,3.28,2.71,0.852,1.1397,2.91,32.34,0.67
90000154,90000154,Xavier Pace,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4400,21.75,41.5,3.04,3.27,0.947,0.9721,2.9,20.53,0.3
90000216,90000216,Devon Okafor,TE,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4400,22.0,42.5,3.27,3.39,0.879,0.9832,2.88,39.06,0.75
90000054,90000054,Levi Denning,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4400,19.0,44.0,3.87,3.65,0.898,0.8492,2.87,15.42,0.19
90000222,90000222,Corey Monroe,RB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,4300,20.25,46.0,2.8,2.8,1.121,0.905,2.84,18.92,0.23
90000156,90000156,Jalen Fontaine,TE,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4400,21.75,41.5,3.34,3.17,0.895,0.9721,2.83,36.69,0.64
90000169,90000169,Vikings,DST,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4300,19.75,41.5,2.51,2.95,1.0,1.0287,2.81,18.25,0.26
90000106,90000106,Xavier Monroe,WR,GB,DET,DET@GB 07/24/2026 01:00PM ET,4400,24.25,47.5,2.19,2.48,1.099,1.0838,2.78,26.91,0.46
90000240,90000240,Zach Sanders,TE,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4400,25.75,46.0,2.03,2.32,1.104,1.1508,2.76,48.06,1.37
90000024,90000024,Preston Monroe,TE,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,4400,23.0,48.5,2.88,2.83,0.918,1.0279,2.69,36.44,0.63
90000060,90000060,Xavier Larkin,TE,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4300,19.0,44.0,3.27,3.95,0.863,0.8492,2.65,24.19,0.28
90000034,90000034,Preston Whitfield,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,4300,21.0,45.5,2.89,2.47,1.001,0.9385,2.52,15.22,0.21
90000118,90000118,Devon Larkin,WR,DET,GB,DET@GB 07/24/2026 01:00PM ET,4300,23.25,47.5,2.65,1.89,1.058,1.0391,2.5,22.16,0.34
90000102,90000102,Brandon Fontaine,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,4300,24.25,47.5,2.66,2.72,0.851,1.0838,2.48,29.92,0.49
90000231,90000231,Brandon Okafor,QB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,4300,25.75,46.0,1.93,1.9,1.112,1.1508,2.45,55.94,1.68
90000022,90000022,Isaiah Fields,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,4400,23.0,48.5,2.29,2.02,1.083,1.0279,2.4,20.84,0.31
90000186,90000186,Corey Blackwell,RB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4300,18.5,40.0,2.94,3.03,0.964,0.8268,2.38,11.67,0.14
90000150,90000150,Jared Blackwell,RB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4300,21.75,41.5,2.78,2.21,0.966,0.9721,2.34,20.92,0.27
90000084,90000084,Dominic Marshall,TE,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4300,26.0,49.0,2.2,2.1,0.924,1.162,2.31,43.31,1.0
90000168,90000168,DeAndre Rivers,TE,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4200,19.75,41.5,2.78,2.24,1.029,0.8827,2.28,23.44,0.27
90000126,90000126,Malik Rivers,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,4200,19.25,43.0,2.38,2.43,1.073,0.8603,2.22,11.67,0.14
90000090,90000090,Omar Winslow,RB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4300,23.0,49.0,1.93,2.12,1.004,1.0279,2.09,22.54,0.3
90000063,90000063,Tyler Larkin,QB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,4200,25.0,44.0,1.49,1.63,1.149,1.1173,2.0,51.56,1.26
90000012,90000012,Chris Ashworth,TE,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4200,25.5,48.5,1.53,1.56,1.096,1.1397,1.93,38.69,0.74
90000114,90000114,Corey Bishop,RB,DET,GB,DET@GB 07/24/2026 01:00PM ET,4100,23.25,47.5,1.76,2.04,0.908,1.0391,1.79,22.0,0.29
90000147,90000147,Jared Manning,QB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,4200,21.75,41.5,1.92,2.3,0.868,0.9721,1.78,40.44,0.6
90000228,90000228,Tyler Kessler,TE,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,4100,20.25,46.0,2.17,2.23,0.894,0.905,1.78,20.06,0.21
90000162,90000162,Trevor Fields,RB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4100,19.75,41.5,1.75,1.71,1.111,0.8827,1.7,10.0,0.13
90000048,90000048,Dominic Whitfield,TE,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,4100,24.5,45.5,1.63,1.68,0.934,1.095,1.69,32.69,0.49
90000219,90000219,Corey Nakamura,QB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,4100,20.25,46.0,1.61,1.54,1.133,0.905,1.61,33.31,0.37
90000195,90000195,Brandon Nakamura,QB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4100,20.5,42.5,1.43,1.6,1.14,0.9162,1.58,33.44,0.38
90000120,90000120,Ryan Estrada,TE,DET,GB,DET@GB 07/24/2026 01:00PM ET,4100,23.25,47.5,1.63,1.67,0.91,1.0391,1.56,27.81,0.36
90000178,90000178,Kendall Odom,WR,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,4000,21.5,40.0,1.53,1.52,1.053,0.9609,1.54,13.78,0.19
90000210,90000210,Caleb Booker,RB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4100,22.0,42.5,1.61,1.69,0.922,0.9832,1.5,16.75,0.2
90000039,90000039,Levi Fields,QB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,4000,24.5,45.5,1.05,1.37,1.089,1.095,1.44,40.56,0.6
90000036,90000036,Omar Whitfield,TE,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,4000,21.0,45.5,1.37,1.53,1.016,0.9385,1.38,16.94,0.17
90000166,90000166,Xavier Manning,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4000,19.75,41.5,1.54,1.62,0.958,0.8827,1.34,8.22,0.13
90000180,90000180,DeAndre Castillo,TE,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,4000,21.5,40.0,1.56,1.53,0.895,0.9609,1.33,17.06,0.17
90000183,90000183,Jalen Sanders,QB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4000,18.5,40.0,1.51,1.36,1.095,0.8268,1.3,20.69,0.16
90000006,90000006,Nate Osei,RB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4000,25.5,48.5,1.0,0.88,1.112,1.1397,1.19,25.0,0.35
90000130,90000130,Jared Winslow,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,4000,19.25,43.0,1.54,1.58,0.877,0.8603,1.18,6.41,0.12
90000108,90000108,Tyler Winslow,TE,GB,DET,DET@GB 07/24/2026 01:00PM ET,4000,24.25,47.5,1.32,1.08,0.896,1.0838,1.17,24.69,0.29
90000075,90000075,Ryan Delgado,QB,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4000,26.0,49.0,0.97,0.88,1.039,1.162,1.12,43.31,0.73
90000132,90000132,Preston Truman,TE,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,4000,19.25,43.0,1.27,1.07,1.012,0.8603,1.02,8.56,0.1
90000051,90000051,Kendall Denning,QB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,4000,19.0,44.0,1.16,1.45,0.915,0.8492,1.01,19.69,0.15
90000099,90000099,Kendall Nakamura,QB,GB,DET,DET@GB 07/24/2026 01:00PM ET,4000,24.25,47.5,0.99,0.89,0.961,1.0838,0.98,34.81,0.41
90000027,90000027,DeAndre Truman,QB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,4000,21.0,45.5,1.08,1.12,0.926,0.9385,0.96,23.69,0.2
90000015,90000015,Trevor Manning,QB,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,4000,23.0,48.5,0.81,0.87,1.038,1.0279,0.9,28.19,0.26
90000003,90000003,Isaiah Rivers,QB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,4000,25.5,48.5,0.81,0.86,0.94,1.1397,0.89,35.19,0.42
90000192,90000192,Kendall Hargrove,TE,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,4000,18.5,40.0,1.04,1.0,1.027,0.8268,0.87,4.94,0.08
90000159,90000159,Emmanuel Delgado,QB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,4000,19.75,41.5,0.93,0.9,1.002,0.8827,0.81,16.0,0.12
90000207,90000207,Tyler Sanders,QB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,4000,22.0,42.5,0.87,0.8,0.982,0.9832,0.81,23.5,0.19
90000171,90000171,Aaron Marshall,QB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,4000,21.5,40.0,0.81,0.81,1.032,0.9609,0.8,19.31,0.15
90000142,90000142,Deshawn Larkin,WR,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4000,23.75,43.0,0.72,0.7,1.003,1.0615,0.76,19.59,0.28
90000202,90000202,Julian Odom,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4000,20.5,42.5,0.75,0.73,1.052,0.9162,0.71,9.03,0.14
90000123,90000123,Brandon Odom,QB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,4000,19.25,43.0,0.85,0.74,1.042,0.8603,0.71,11.94,0.09
90000135,90000135,Cameron Brooks,QB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,4000,23.75,43.0,0.69,0.73,0.93,1.0615,0.7,24.56,0.21
90000070,90000070,Antonio Odom,WR,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,4000,25.0,44.0,0.52,0.56,1.037,1.1173,0.63,22.22,0.34
90000111,90000111,Dominic Pace,QB,DET,GB,DET@GB 07/24/2026 01:00PM ET,4000,23.25,47.5,0.73,0.59,0.854,1.0391,0.59,21.62,0.17
90000087,90000087,Trevor Denning,QB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,4000,23.0,49.0,0.68,0.66,0.861,1.0279,0.59,19.75,0.15
90000078,90000078,Grant Estrada,RB,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,4000,26.0,49.0,0.46,0.43,1.004,1.162,0.52,26.75,0.39
90000204,90000204,Nate Bishop,TE,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,4000,20.5,42.5,0.59,0.61,0.94,0.9162,0.52,10.06,0.11
90000018,90000018,Jalen Ashworth,RB,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,4000,23.0,48.5,0.33,0.3,1.119,1.0279,0.36,15.38,0.18
