player_id,name,position,team,opponent,game_info,salary,implied_total,over_under,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,chalk_score,estimated_ownership_pct
90000174,Antonio Vance,RB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,3700,21.5,40.0,4.84,5.04,1.041,0.9609,4.94,28.92,0.46
90000121,Lions,DST,DET,GB,DET@GB 07/24/2026 01:00PM ET,3600,23.25,47.5,4.98,5.51,1.0,0.9227,4.84,14.0,0.22
90000234,Aaron Delgado,RB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,3700,25.75,46.0,3.67,3.97,1.049,1.1508,4.61,41.92,1.09
90000238,Malik Booker,WR,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,3600,25.75,46.0,4.22,4.43,0.889,1.1508,4.42,37.91,0.97
90000072,Corey Pace,TE,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,3600,25.0,44.0,3.38,3.47,1.147,1.1173,4.39,52.31,1.79
90000144,Dominic Winslow,TE,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,3400,23.75,43.0,3.51,3.58,1.104,1.0615,4.15,48.94,1.43
90000096,Malik Estrada,TE,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,3400,23.0,49.0,3.51,3.45,1.125,1.0279,4.02,43.56,1.0
90000066,Preston Okafor,RB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,3400,25.0,44.0,3.12,3.36,1.088,1.1173,3.94,38.17,0.85
90000214,Jordan Pace,WR,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,3500,22.0,42.5,4.16,4.08,0.971,0.9832,3.93,25.72,0.43
90000190,Cameron Castillo,WR,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,3400,18.5,40.0,3.7,4.24,1.144,0.8268,3.76,12.84,0.18
90000058,Dominic Kessler,WR,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,3500,19.0,44.0,4.7,3.83,1.034,0.8492,3.74,12.34,0.18
90000094,Ryan Pace,WR,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,3400,23.0,49.0,3.59,3.75,0.99,1.0279,3.73,24.84,0.41
90000106,Xavier Monroe,WR,GB,DET,DET@GB 07/24/2026 01:00PM ET,3300,24.25,47.5,2.91,3.29,1.099,1.0838,3.69,30.16,0.58
90000226,Kendall Estrada,WR,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,3300,20.25,46.0,4.18,3.68,1.021,0.905,3.63,16.53,0.23
90000154,Xavier Pace,WR,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,3300,21.75,41.5,3.79,4.07,0.947,0.9721,3.62,20.41,0.3
90000240,Zach Sanders,TE,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,3300,25.75,46.0,2.56,2.92,1.104,1.1508,3.48,50.81,1.62
90000216,Devon Okafor,TE,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,3300,22.0,42.5,3.88,4.02,0.879,0.9832,3.41,38.44,0.71
90000198,Marcus Monroe,RB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,3300,20.5,42.5,4.4,3.64,0.915,0.9162,3.37,22.62,0.3
90000222,Corey Monroe,RB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,3300,20.25,46.0,3.32,3.32,1.121,0.905,3.37,21.38,0.28
90000010,Reggie Larkin,WR,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,3200,25.5,48.5,3.78,3.12,0.852,1.1397,3.35,29.78,0.57
90000042,Aaron Sanders,RB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,3300,24.5,45.5,3.14,2.94,0.99,1.095,3.3,34.0,0.64
90000118,Devon Larkin,WR,DET,GB,DET@GB 07/24/2026 01:00PM ET,3300,23.25,47.5,3.46,2.47,1.058,1.0391,3.26,23.72,0.38
90000156,Jalen Fontaine,TE,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,3200,21.75,41.5,3.68,3.49,0.895,0.9721,3.12,33.94,0.53
90000024,Preston Monroe,TE,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,3100,23.0,48.5,3.33,3.27,0.918,1.0279,3.11,36.94,0.64
90000060,Xavier Larkin,TE,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,3200,19.0,44.0,3.75,4.53,0.863,0.8492,3.03,24.06,0.27
90000054,Levi Denning,RB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,3200,19.0,44.0,4.06,3.83,0.898,0.8492,3.01,15.08,0.18
90000034,Preston Whitfield,WR,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,3200,21.0,45.5,3.35,2.86,1.001,0.9385,2.92,14.34,0.2
90000084,Dominic Marshall,TE,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,3100,26.0,49.0,2.7,2.57,0.924,1.162,2.83,44.19,1.04
90000022,Isaiah Fields,WR,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,3000,23.0,48.5,2.69,2.38,1.083,1.0279,2.82,20.16,0.3
90000169,Vikings,DST,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,3100,19.75,41.5,2.51,2.88,1.0,1.0287,2.77,18.25,0.29
90000102,Brandon Fontaine,RB,GB,DET,DET@GB 07/24/2026 01:00PM ET,3100,24.25,47.5,2.93,3.0,0.851,1.0838,2.73,30.08,0.5
90000168,DeAndre Rivers,TE,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,3100,19.75,41.5,3.28,2.64,1.029,0.8827,2.69,23.06,0.26
90000150,Jared Blackwell,RB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,3000,21.75,41.5,3.07,2.44,0.966,0.9721,2.59,21.0,0.27
90000186,Corey Blackwell,RB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,3000,18.5,40.0,3.18,3.28,0.964,0.8268,2.57,10.25,0.13
90000126,Malik Rivers,RB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,3100,19.25,43.0,2.73,2.79,1.073,0.8603,2.55,12.83,0.16
90000231,Brandon Okafor,QB,ATL,NO,ATL@NO 07/24/2026 08:20PM ET,3000,25.75,46.0,1.96,1.93,1.112,1.1508,2.49,55.94,1.7
90000090,Omar Winslow,RB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,3000,23.0,49.0,2.2,2.41,1.004,1.0279,2.38,21.88,0.29
90000012,Chris Ashworth,TE,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,3000,25.5,48.5,1.8,1.84,1.096,1.1397,2.27,38.44,0.71
90000178,Kendall Odom,WR,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,2900,21.5,40.0,2.12,2.1,1.053,0.9609,2.13,14.41,0.2
90000048,Dominic Whitfield,TE,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,2900,24.5,45.5,2.0,2.06,0.934,1.095,2.08,33.81,0.52
90000114,Corey Bishop,RB,DET,GB,DET@GB 07/24/2026 01:00PM ET,2900,23.25,47.5,1.97,2.29,0.908,1.0391,2.01,21.58,0.28
90000063,Tyler Larkin,QB,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,2900,25.0,44.0,1.49,1.63,1.149,1.1173,2.0,51.81,1.29
90000162,Trevor Fields,RB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,2800,19.75,41.5,2.04,1.99,1.111,0.8827,1.98,10.58,0.14
90000228,Tyler Kessler,TE,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,2900,20.25,46.0,2.38,2.45,0.894,0.905,1.95,18.94,0.19
90000120,Ryan Estrada,TE,DET,GB,DET@GB 07/24/2026 01:00PM ET,2900,23.25,47.5,2.01,2.06,0.91,1.0391,1.92,27.81,0.35
90000147,Jared Manning,QB,HOU,MIN,MIN@HOU 07/24/2026 04:05PM ET,2800,21.75,41.5,1.92,2.3,0.868,0.9721,1.78,39.69,0.57
90000036,Omar Whitfield,TE,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,2800,21.0,45.5,1.73,1.94,1.016,0.9385,1.75,18.19,0.18
90000210,Caleb Booker,RB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,2800,22.0,42.5,1.84,1.93,0.922,0.9832,1.71,16.58,0.2
90000166,Xavier Manning,WR,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,2800,19.75,41.5,1.94,2.04,0.958,0.8827,1.68,8.59,0.14
90000219,Corey Nakamura,QB,NO,ATL,ATL@NO 07/24/2026 08:20PM ET,2800,20.25,46.0,1.61,1.54,1.133,0.905,1.61,33.56,0.38
90000195,Brandon Nakamura,QB,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,2800,20.5,42.5,1.43,1.6,1.14,0.9162,1.58,33.69,0.39
90000180,DeAndre Castillo,TE,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,2700,21.5,40.0,1.83,1.8,0.895,0.9609,1.56,17.56,0.18
90000130,Jared Winslow,WR,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,2700,19.25,43.0,1.99,2.05,0.877,0.8603,1.52,6.53,0.12
90000039,Levi Fields,QB,PHI,DAL,PHI@DAL 07/24/2026 01:00PM ET,2700,24.5,45.5,1.06,1.38,1.089,1.095,1.45,43.81,0.76
90000006,Nate Osei,RB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,2700,25.5,48.5,1.16,1.02,1.112,1.1397,1.38,25.33,0.36
90000142,Deshawn Larkin,WR,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,2600,23.75,43.0,1.27,1.23,1.003,1.0615,1.33,19.22,0.28
90000183,Jalen Sanders,QB,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,2700,18.5,40.0,1.51,1.36,1.095,0.8268,1.3,23.94,0.2
90000108,Tyler Winslow,TE,GB,DET,DET@GB 07/24/2026 01:00PM ET,2700,24.25,47.5,1.47,1.21,0.896,1.0838,1.3,25.19,0.29
90000202,Julian Odom,WR,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,2600,20.5,42.5,1.35,1.31,1.052,0.9162,1.28,8.66,0.14
90000070,Antonio Odom,WR,SF,MIA,SF@MIA 07/24/2026 01:00PM ET,2600,25.0,44.0,1.02,1.09,1.037,1.1173,1.22,21.84,0.33
90000132,Preston Truman,TE,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,2600,19.25,43.0,1.46,1.24,1.012,0.8603,1.18,8.06,0.09
90000075,Ryan Delgado,QB,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,2600,26.0,49.0,1.01,0.92,1.039,1.162,1.17,45.56,0.85
90000192,Kendall Hargrove,TE,JAX,PIT,JAX@PIT 07/24/2026 04:25PM ET,2600,18.5,40.0,1.32,1.27,1.027,0.8268,1.1,4.44,0.07
90000078,Grant Estrada,RB,BAL,CIN,CIN@BAL 07/24/2026 01:00PM ET,2600,26.0,49.0,0.92,0.87,1.004,1.162,1.04,26.75,0.4
90000051,Kendall Denning,QB,MIA,SF,SF@MIA 07/24/2026 01:00PM ET,2500,19.0,44.0,1.16,1.45,0.915,0.8492,1.01,18.69,0.14
90000099,Kendall Nakamura,QB,GB,DET,DET@GB 07/24/2026 01:00PM ET,2600,24.25,47.5,1.0,0.9,0.961,1.0838,0.99,35.94,0.45
90000027,DeAndre Truman,QB,DAL,PHI,PHI@DAL 07/24/2026 01:00PM ET,2500,21.0,45.5,1.08,1.12,0.926,0.9385,0.96,23.81,0.2
90000015,Trevor Manning,QB,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,2500,23.0,48.5,0.81,0.87,1.038,1.0279,0.9,27.19,0.25
90000003,Isaiah Rivers,QB,BUF,KC,KC@BUF 07/24/2026 01:00PM ET,2500,25.5,48.5,0.81,0.86,0.94,1.1397,0.89,34.19,0.4
90000207,Tyler Sanders,QB,LAC,DEN,LAC@DEN 07/24/2026 04:25PM ET,2500,22.0,42.5,0.9,0.83,0.982,0.9832,0.84,22.5,0.18
90000159,Emmanuel Delgado,QB,MIN,HOU,MIN@HOU 07/24/2026 04:05PM ET,2500,19.75,41.5,0.96,0.93,1.002,0.8827,0.84,15.0,0.11
90000171,Aaron Marshall,QB,PIT,JAX,JAX@PIT 07/24/2026 04:25PM ET,2500,21.5,40.0,0.81,0.81,1.032,0.9609,0.8,18.31,0.14
90000204,Nate Bishop,TE,DEN,LAC,LAC@DEN 07/24/2026 04:25PM ET,2500,20.5,42.5,0.85,0.88,0.94,0.9162,0.74,8.81,0.1
90000018,Jalen Ashworth,RB,KC,BUF,KC@BUF 07/24/2026 01:00PM ET,2500,23.0,48.5,0.65,0.59,1.119,1.0279,0.71,15.04,0.18
90000123,Brandon Odom,QB,SEA,LAR,LAR@SEA 07/24/2026 04:05PM ET,2500,19.25,43.0,0.85,0.74,1.042,0.8603,0.71,10.94,0.08
90000135,Cameron Brooks,QB,LAR,SEA,LAR@SEA 07/24/2026 04:05PM ET,2500,23.75,43.0,0.69,0.73,0.93,1.0615,0.7,23.56,0.2
90000087,Trevor Denning,QB,CIN,BAL,CIN@BAL 07/24/2026 01:00PM ET,2500,23.0,49.0,0.7,0.68,0.861,1.0279,0.61,19.31,0.15
90000111,Dominic Pace,QB,DET,GB,DET@GB 07/24/2026 01:00PM ET,2500,23.25,47.5,0.74,0.6,0.854,1.0391,0.59,20.06,0.16
